date,open,high,low,close,adjusted_close,volume,warning
2025-02-12,329.94,346.4,329.12,336.51,336.51,105382703,
2025-02-13,345.0,358.69,342.85,355.94,355.94,89441523,
2025-02-14,360.62,362.0,347.5,355.84,355.84,68277281,
2025-02-18,355.01,359.1,350.02,354.11,354.11,51631699,
2025-02-19,354.0,367.34,353.67,360.56,360.56,67094367,
2025-02-20,361.51,362.3,348.0,354.4,354.4,45965352,
2025-02-21,353.44,354.98,334.42,337.8,337.8,74058648,
2025-02-24,338.14,342.3973,324.7,330.53,330.53,76052320,
2025-02-25,327.025,328.89,297.2512,302.8,302.8,134228797,
2025-02-26,303.715,309.0,288.04,290.8,290.8,100118305,
2025-02-27,291.16,297.23,280.88,281.95,281.95,101748203,
2025-02-28,279.5,293.88,273.6,292.98,292.98,115697000,
2025-03-03,300.34,303.94,277.3,284.65,284.65,115551398,
2025-03-04,270.93,284.35,261.8401,272.04,272.04,126706602,
2025-03-05,272.92,279.55,267.71,279.1,279.1,94042914,
2025-03-06,272.06,272.65,260.02,263.45,263.45,98451570,
2025-03-07,259.32,266.2499,250.73,262.67,262.67,102369602,
2025-03-10,252.535,253.37,220.0,222.15,222.15,189076891,
2025-03-11,225.305,237.0649,217.02,230.58,230.58,174896406,
2025-03-12,247.22,251.84,241.1,248.09,248.09,142215703,
2025-03-13,248.125,248.29,232.6,240.68,240.68,114813508,
2025-03-14,247.31,251.58,240.73,249.98,249.98,100242305,
2025-03-17,245.055,245.4,232.8,238.01,238.01,111900602,
2025-03-18,228.155,230.1,222.28,225.31,225.31,111477602,
2025-03-19,231.61,241.41,229.201,235.86,235.86,111993797,
2025-03-20,233.345,238.0,230.0501,236.26,236.26,99028273,
2025-03-21,234.985,249.52,234.55,248.71,248.71,132728703,
2025-03-24,258.075,278.64,256.33,278.39,278.39,169079906,
2025-03-25,283.6,288.2,271.28,288.14,288.14,150361500,
2025-03-26,282.66,284.9,266.51,272.06,272.06,156254406,
2025-03-27,272.48,291.85,271.8216,273.13,273.13,162572094,
2025-03-28,275.575,276.1,260.57,263.55,263.55,123809398,
2025-03-31,249.31,260.56,243.3601,259.16,259.16,134008891,
2025-04-01,263.8,277.45,259.25,268.46,268.46,146486891,
2025-04-02,254.6,284.99,251.27,282.76,282.76,212787812,
2025-04-03,265.29,276.3,261.51,267.28,267.28,136174297,
2025-04-04,255.38,261.0,236.0,239.43,239.43,181229406,
2025-04-07,223.78,252.0,214.25,233.29,233.29,183453797,
2025-04-08,245.0,250.44,217.8,221.86,221.86,171603500,
2025-04-09,224.69,274.69,223.88,272.2,272.2,219433406,
2025-04-10,260.0,262.49,239.33,252.4,252.4,181722594,
2025-04-11,251.84,257.74,241.3629,252.31,252.31,128948094,
2025-04-14,258.36,261.8,245.93,252.35,252.35,100135203,
2025-04-15,249.91,258.75,247.54,254.11,254.11,79594320,
2025-04-16,247.61,251.97,233.89,241.55,241.55,112378703,
2025-04-17,243.47,244.34,237.6833,241.37,241.37,83404781,
2025-04-21,230.26,232.21,222.79,227.5,227.5,97768008,
2025-04-22,230.96,242.79,229.8501,237.97,237.97,120858492,
2025-04-23,254.86,259.4499,244.43,250.74,250.74,150381906,
2025-04-24,250.5,259.54,249.2,259.51,259.51,94464203,
2025-04-25,261.69,286.85,259.63,284.95,284.95,167560703,
2025-04-28,288.98,294.86,272.42,285.88,285.88,151731812,
2025-04-29,285.5,293.32,279.4695,292.03,292.03,108906602,
2025-04-30,279.9,284.45,270.78,282.16,282.16,128961102,
2025-05-01,280.01,290.8688,279.81,280.52,280.52,99658969,
2025-05-02,284.9,294.78,279.81,287.21,287.21,114454703,
2025-05-05,284.57,284.849,274.4,280.26,280.26,94618883,
2025-05-06,273.105,277.73,271.35,275.35,275.35,76715789,
2025-05-07,276.88,277.92,271.0,276.22,276.22,71882406,
2025-05-08,279.63,289.8,279.41,284.82,284.82,97539445,
2025-05-09,290.21,307.04,290.0,298.26,298.26,132387797,
2025-05-12,321.99,322.21,311.5,318.38,318.38,112826703,
2025-05-13,320.0,337.5894,316.8,334.07,334.07,136992609,
2025-05-14,342.5,350.0,337.0,347.68,347.68,136997297,
2025-05-15,340.34,346.1393,334.7153,342.82,342.82,97882602,
2025-05-16,346.24,351.62,342.33,349.98,349.98,95895672,
2025-05-19,336.3,343.0,333.37,342.09,342.09,88869852,
2025-05-20,347.87,354.9899,341.63,343.82,343.82,131715500,
2025-05-21,344.43,347.35,332.2,334.62,334.62,102354797,
2025-05-22,331.9,347.27,331.39,341.04,341.04,97113422,
2025-05-23,337.92,343.18,333.21,339.34,339.34,84654812,
2025-05-27,347.35,363.79,347.32,362.89,362.89,120146398,
2025-05-28,364.84,365.0,355.91,356.9,356.9,91404312,
2025-05-29,365.29,367.71,356.0,358.43,358.43,88545672,
2025-05-30,355.52,363.68,345.29,346.46,346.46,123474898,
2025-06-02,343.5,348.02,333.33,342.69,342.69,81873828,
2025-06-03,346.595,355.4,343.04,344.27,344.27,99324547,
2025-06-04,345.095,345.6,327.3308,332.05,332.05,98912078,
2025-06-05,322.49,324.5499,273.21,284.7,284.7,292818688,
2025-06-06,298.83,305.5,291.14,295.14,295.14,164747703,
2025-06-09,285.955,309.83,281.85,308.58,308.58,140908891,
2025-06-10,314.94,327.83,310.667,326.09,326.09,151256500,
2025-06-11,334.395,335.5,322.5,326.43,326.43,122611398,
2025-06-12,323.075,332.56,316.86,319.11,319.11,105127508,
2025-06-13,313.97,332.99,313.3,325.31,325.31,128964305,
2025-06-16,331.29,332.05,326.41,329.13,329.13,83925859,
2025-06-17,326.09,327.26,314.74,316.35,316.35,88282672,
2025-06-18,317.31,329.32,315.45,322.05,322.05,95137688,
2025-06-20,327.95,332.36,317.78,322.16,322.16,108688000,
2025-06-23,327.54,357.54,327.48,348.68,348.68,190716797,
2025-06-24,356.17,356.26,340.44,340.47,340.47,114736203,
2025-06-25,342.7,343.0,320.4,327.55,327.55,119845102,
2025-06-26,324.61,331.05,323.61,325.78,325.78,80440914,
2025-06-27,324.51,329.34,317.5,323.63,323.63,89067000,
2025-06-30,319.9,325.58,316.6,317.66,317.66,76695100,
2025-07-01,298.46,305.89,293.21,300.71,300.71,145085700,
2025-07-02,312.63,316.83,303.82,315.65,315.65,119483700,
2025-07-03,317.99,318.45,312.76,315.35,315.35,58042301,
2025-07-07,291.37,296.15,288.7701,293.94,293.94,131177906,
2025-07-08,297.0,304.0499,294.35,297.81,297.81,103246703,
2025-07-09,297.55,300.15,293.55,295.88,295.88,75586766,
2025-07-10,300.05,310.48,300.0,309.87,309.87,104365297,
2025-07-11,307.89,314.09,305.65,313.51,313.51,79236438,
2025-07-14,317.73,322.5986,312.67,316.9,316.9,78043430,
2025-07-15,319.675,321.2,310.5,310.78,310.78,77556352,
2025-07-16,312.8,323.5,312.62,321.67,321.67,97284789,
2025-07-17,323.15,324.34,317.0601,319.41,319.41,73922875,
2025-07-18,321.66,330.9,321.42,329.65,329.65,94254992,
2025-07-21,334.4,338.0,326.88,328.49,328.49,75768797,
2025-07-22,329.74,335.4098,321.55,332.11,332.11,77370367,
2025-07-23,330.9,336.2,328.67,332.56,332.56,92553758,
2025-07-24,310.0,310.15,300.41,305.3,305.3,156966000,
2025-07-25,308.74,323.63,308.01,316.06,316.06,148227016,
2025-07-28,318.45,330.49,315.69,325.59,325.59,112673797,
2025-07-29,325.55,326.25,318.25,321.2,321.2,87358867,
2025-07-30,322.18,324.4499,311.6164,319.04,319.04,83931938,
2025-07-31,319.605,321.37,306.1,308.27,308.27,85270922,
2025-08-01,306.205,309.31,297.82,302.63,302.63,89121445,
2025-08-04,309.08,312.1186,303.0001,309.26,309.26,78683914,
2025-08-05,308.95,312.4499,305.5,308.72,308.72,57961281,
2025-08-06,307.89,320.47,306.9345,319.91,319.91,78523586,
2025-08-07,319.79,322.4,316.16,322.27,322.27,66658672,
2025-08-08,321.43,335.15,320.98,329.65,329.65,91200320,
2025-08-11,335.0,346.64,334.15,339.03,339.03,105320203,
2025-08-12,345.0,345.26,332.94,340.84,340.84,80690109,
2025-08-13,341.5,348.98,338.2,339.38,339.38,67838891,
2025-08-14,335.76,340.4699,330.4,335.58,335.58,75000656,
2025-08-15,337.655,339.3,327.02,330.56,330.56,74319789,
2025-08-18,329.62,336.27,329.59,335.16,335.16,56956551,
2025-08-19,335.79,340.55,327.85,329.31,329.31,75956000,
2025-08-20,329.22,331.37,314.6,323.9,323.9,77481766,
2025-08-21,322.08,324.9,318.68,320.11,320.11,55744449,
2025-08-22,321.66,340.25,319.69,340.01,340.01,94016352,
2025-08-25,338.9,349.53,335.03,346.6,346.6,86670039,
2025-08-26,344.93,351.9,343.72,351.67,351.67,76651555,
2025-08-27,351.94,355.39,349.156,349.6,349.6,65519008,
2025-08-28,350.91,353.55,340.26,345.98,345.98,67903219,
2025-08-29,347.23,348.7499,331.7,333.87,333.87,81145664,
2025-09-02,328.23,333.33,325.6,329.36,329.36,58391953,
2025-09-03,335.2,343.33,328.51,334.09,334.09,88733289,
2025-09-04,336.15,338.89,331.48,338.53,338.53,60711031,
2025-09-05,348.0,355.87,344.6801,350.84,350.84,108989797,
2025-09-08,354.64,358.44,344.84,346.4,346.4,75208289,
2025-09-09,348.44,350.77,343.82,346.97,346.97,53815992,
2025-09-10,350.55,356.33,346.07,347.79,347.79,72121680,
2025-09-11,350.17,368.99,347.6,368.81,368.81,103756000,
2025-09-12,370.94,396.6899,370.24,395.94,395.94,168156406,
2025-09-15,423.13,425.7,402.43,410.04,410.04,163823703,
2025-09-16,414.495,423.25,411.43,421.62,421.62,104285695,
2025-09-17,415.75,428.3121,409.67,425.86,425.86,106133508,
2025-09-18,428.865,432.2199,416.56,416.85,416.85,90454516,
2025-09-19,421.82,429.47,421.72,426.07,426.07,93131031,
2025-09-22,431.11,444.98,429.13,434.21,434.21,97108781,
2025-09-23,439.88,440.97,423.72,425.85,425.85,83422688,
2025-09-24,429.83,444.21,429.0301,442.79,442.79,93133570,
2025-09-25,435.24,435.35,419.08,423.39,423.39,96746430,
2025-09-26,428.3,440.47,421.02,440.4,440.4,101628203,
2025-09-29,444.35,450.98,439.5,443.21,443.21,79491516,
2025-09-30,441.52,445.0,433.12,444.72,444.72,74357961,
2025-10-01,443.8,462.29,440.75,459.46,459.46,98122289,
2025-10-02,470.54,470.75,435.57,436.0,436.0,137008984,
2025-10-03,443.285,446.77,416.575,429.83,429.83,133188203,
2025-10-06,440.75,453.55,436.69,453.25,453.25,85324883,
2025-10-07,447.82,452.68,432.4501,433.09,433.09,102296094,
2025-10-08,437.57,441.33,425.23,438.69,438.69,71192125,
2025-10-09,431.81,436.35,426.18,435.54,435.54,69339930,
2025-10-10,436.54,443.13,411.45,413.49,413.49,112107906,
2025-10-13,423.53,436.89,419.7,435.9,435.9,79552789,
2025-10-14,426.79,434.2,417.86,429.24,429.24,72669438,
2025-10-15,434.9,440.51,426.3301,435.15,435.15,71558195,
2025-10-16,434.73,439.35,421.3101,428.75,428.75,77189891,
2025-10-17,425.5,441.4558,423.6,439.31,439.31,89331586,
2025-10-20,443.865,449.8,440.61,447.43,447.43,63718969,
2025-10-21,445.755,449.3,442.05,442.6,442.6,54412168,
2025-10-22,443.45,445.539,429.0,438.97,438.97,84023453,
2025-10-23,420.0,449.3999,413.9,448.98,448.98,126709797,
2025-10-24,446.83,451.68,430.17,433.72,433.72,94727766,
2025-10-27,439.98,460.16,438.69,452.42,452.42,105867508,
2025-10-28,454.775,467.0,451.6,460.55,460.55,80185672,
2025-10-29,462.5,465.7,452.65,461.51,461.51,67983539,
2025-10-30,451.05,455.0607,439.61,440.1,440.1,72447938,
2025-10-31,446.75,458.0,443.6855,456.56,456.56,83135789,
2025-11-03,455.99,474.07,453.8,468.37,468.37,84595242,
2025-11-04,454.46,460.22,443.6,444.26,444.26,87756641,
2025-11-05,452.05,466.3299,440.71,462.07,462.07,85573023,
2025-11-06,461.96,467.45,435.09,445.91,445.91,109622898,
2025-11-07,437.92,439.36,421.88,429.52,429.52,103471508,
2025-11-10,439.6,449.6715,433.36,445.23,445.23,76515914,
2025-11-11,439.4,442.49,432.36,439.62,439.62,60533238,
2025-11-12,442.15,442.329,426.56,430.6,430.6,58513520,
2025-11-13,423.13,424.5,396.34,401.99,401.99,118948000,
2025-11-14,386.3,412.19,382.78,404.35,404.35,105506703,
2025-11-17,398.74,423.96,398.74,408.92,408.92,102214305,
2025-11-18,405.38,408.9,393.71,401.25,401.25,80688641,
2025-11-19,406.18,411.78,398.5,403.99,403.99,72047695,
2025-11-20,414.63,428.94,394.74,395.23,395.23,113548797,
2025-11-21,402.32,402.8,383.76,391.09,391.09,100460602,
2025-11-24,402.17,421.72,401.09,417.78,417.78,96806367,
2025-11-25,414.42,420.48,405.95,419.4,419.4,71915617,
2025-11-26,423.95,426.94,416.89,426.58,426.58,63463000,
2025-11-28,426.59,432.93,426.2,430.17,430.17,36233200,
2025-12-01,425.32,433.66,425.29,430.14,430.14,57033600,
2025-12-02,430.81,436.8,422.12,429.24,429.24,69336633,
2025-12-03,432.1,447.92,431.11,446.74,446.74,87482961,
2025-12-04,449.94,454.63,445.39,454.53,454.53,71906488,Data is limited by one year as you have free subscription
